pID,discountPriceID
1,1
1,2
2,3
2,4
3,5
3,6
4,7
4,8
5,9
5,10
5,11
5,12
5,13
6,14
6,15
7,16
7,17
7,18
7,19
7,20
8,21
9,22
9,23
9,24
9,25
10,26
10,27
10,28
10,29
10,30
11,31
11,32
12,33
12,34
13,35
14,36
14,37
15,38
15,39
16,40
16,41
16,42
17,43
17,44
17,45
17,46
17,47
18,48
18,49
18,50
18,51
18,52
19,53
19,54
20,55
20,56
20,57
21,58
21,59
21,60
22,61
23,62
24,63
24,64
24,65
25,66
25,67
25,68
26,69
26,70
26,71
27,72
27,73
27,74
27,75
28,76
28,77
28,78
29,79
30,80
31,81
31,82
31,83
32,84
32,85
32,86
32,87
32,88
33,89
33,90
33,91
33,92
33,93
34,94
34,95
34,96
35,97
35,98
35,99
35,100
35,101
36,102
36,103
36,104
36,105
37,106
37,107
37,108
37,109
38,110
38,111
39,112
39,113
39,114
39,115
40,116
40,117
40,118
40,119
40,120
41,121
41,122
42,123
42,124
43,125
43,126
43,127
44,128
45,129
45,130
46,131
47,132
47,133
47,134
48,135
49,136
49,137
50,138
50,139
50,140
50,141
51,142
51,143
51,144
52,145
52,146
52,147
52,148
52,149
53,150
53,151
54,152
54,153
54,154
54,155
55,156
55,157
55,158
55,159
55,160
56,161
56,162
57,163
57,164
57,165
58,166
58,167
58,168
59,169
59,170
60,171
60,172
60,173
60,174
61,175
61,176
62,177
62,178
63,179
63,180
64,181
64,182
64,183
65,184
65,185
65,186
66,187
67,188
67,189
67,190
68,191
68,192
69,193
69,194
69,195
70,196
70,197
70,198
70,199
70,200
70,201
71,202
71,203
72,204
72,205
73,206
73,207
73,208
73,209
74,210
74,211
75,212
75,213
75,214
76,215
76,216
76,217
76,218
77,219
78,220
78,221
78,222
78,223
79,224
79,225
79,226
80,227
80,228
81,229
81,230
81,231
81,232
82,233
82,234
83,235
83,236
84,237
84,238
84,239
85,240
85,241
85,242
86,243
86,244
86,245
87,246
87,247
87,248
87,249
88,250
88,251
88,252
89,253
89,254
89,255
90,256
90,257
90,258
91,259
92,260
92,261
93,262
93,263
94,264
94,265
94,266
95,267
95,268
95,269
96,270
96,271
96,272
97,273
97,274
97,275
97,276
97,277
97,278
98,279
98,280
98,281
99,282
100,283
100,284
100,285
101,286
101,287
101,288
102,289
102,290
103,291
103,292
103,293
103,294
104,295
105,296
105,297
105,298
106,299
106,300
106,301
106,302
106,303
106,304
107,305
107,306
108,307
108,308
109,309
109,310
109,311
110,312
110,313
110,314
111,315
111,316
112,317
112,318
112,319
112,320
113,321
113,322
113,323
113,324
114,325
114,326
114,327
115,328
115,329
115,330
115,331
115,332
115,333
116,334
117,335
117,336
118,337
118,338
119,339
119,340
119,341
119,342
120,343
120,344
120,345
121,346
122,347
122,348
123,349
123,350
124,351
124,352
124,353
124,354
125,355
125,356
125,357
126,358
126,359
127,360
128,361
128,362
128,363
128,364
128,365
129,366
129,367
129,368
130,369
130,370
130,371
131,372
131,373
132,374
132,375
132,376
132,377
132,378
133,379
133,380
134,381
134,382
134,383
134,384
134,385
135,386
135,387
136,388
136,389
136,390
136,391
137,392
137,393
137,394
137,395
137,396
138,397
138,398
138,399
139,400
139,401
139,402
140,403
140,404
140,405
141,406
142,407
142,408
143,409
143,410
143,411
144,412
144,413
144,414
144,415
146,416
146,417
146,418
146,419
147,420
147,421
148,422
149,423
150,424
150,425
151,426
151,427
151,428
151,429
152,430
152,431
152,432
153,433
153,434
153,435
154,436
155,437
155,438
155,439
155,440
155,441
155,442
156,443
156,444
156,445
156,446
156,447
156,448
157,449
157,450
157,451
157,452
157,453
157,454
158,455
158,456
158,457
159,458
159,459
159,460
160,461
160,462
161,463
161,464
162,465
162,466
163,467
163,468
163,469
163,470
164,471
164,472
165,473
165,474
165,475
166,476
166,477
166,478
166,479
167,480
168,481
168,482
168,483
168,484
169,485
169,486
169,487
169,488
169,489
170,490
170,491
170,492
170,493
171,494
171,495
171,496
172,497
173,498
173,499
173,500
173,501
174,502
175,503
176,504
176,505
176,506
177,507
178,508
178,509
179,510
180,511
181,512
181,513
181,514
182,515
183,516
183,517
183,518
183,519
183,520
183,521
184,522
184,523
185,524
185,525
185,526
185,527
186,528
186,529
186,530
186,531
187,532
187,533
188,534
188,535
188,536
189,537
189,538
190,539
190,540
190,541
191,542
191,543
191,544
191,545
191,546
191,547
192,548
192,549
192,550
192,551
193,552
193,553
194,554
194,555
194,556
194,557
195,558
195,559
195,560
195,561
196,562
196,563
196,564
197,565
197,566
197,567
197,568
197,569
198,570
198,571
199,572
199,573
199,574
199,575
200,576
201,577
201,578
202,579
202,580
203,581
203,582
203,583
203,584
204,585
204,586
204,587
204,588
205,589
205,590
205,591
206,592
206,593
206,594
207,595
207,596
207,597
208,598
208,599
208,600
208,601
208,602
208,603
208,604
209,605
209,606
209,607
210,608
210,609
210,610
211,611
211,612
211,613
211,614
212,615
212,616
212,617
212,618
213,619
213,620
213,621
213,622
214,623
215,624
215,625
216,626
216,627
217,628
217,629
217,630
217,631
218,632
218,633
219,634
221,635
221,636
222,637
223,638
223,639
223,640
223,641
224,642
224,643
225,644
225,645
225,646
225,647
225,648
226,649
226,650
226,651
226,652
226,653
227,654
227,655
229,656
229,657
230,658
230,659
231,660
231,661
232,662
232,663
232,664
233,665
233,666
233,667
234,668
234,669
235,670
236,671
236,672
236,673
237,674
237,675
238,676
238,677
238,678
239,679
239,680
239,681
240,682
240,683
240,684
241,685
241,686
241,687
242,688
242,689
242,690
243,691
243,692
244,693
244,694
245,695
245,696
245,697
245,698
246,699
246,700
246,701
246,702
247,703
247,704
247,705
248,706
248,707
249,708
249,709
249,710
249,711
249,712
250,713
250,714
250,715
251,716
252,717
252,718
252,719
253,720
253,721
253,722
253,723
253,724
254,725
254,726
255,727
255,728
255,729
255,730
255,731
256,732
256,733
256,734
257,735
257,736
257,737
257,738
258,739
258,740
258,741
258,742
258,743
258,744
259,745
259,746
259,747
259,748
260,749
260,750
261,751
261,752
261,753
261,754
262,755
262,756
262,757
263,758
263,759
263,760
263,761
264,762
264,763
264,764
264,765
264,766
265,767
265,768
265,769
265,770
265,771
265,772
265,773
266,774
267,775
267,776
267,777
267,778
267,779
268,780
268,781
268,782
269,783
269,784
269,785
270,786
270,787
270,788
270,789
271,790
271,791
271,792
272,793
272,794
272,795
272,796
272,797
273,798
274,799
274,800
274,801
274,802
275,803
275,804
276,805
276,806
276,807
276,808
277,809
277,810
277,811
278,812
278,813
278,814
279,815
280,816
280,817
281,818
282,819
283,820
283,821
283,822
284,823
284,824
284,825
284,826
285,827
286,828
287,829
287,830
287,831
287,832
288,833
288,834
289,835
289,836
290,837
290,838
290,839
290,840
291,841
291,842
292,843
292,844
293,845
294,846
294,847
294,848
295,849
295,850
296,851
296,852
296,853
297,854
297,855
297,856
297,857
297,858
297,859
298,860
299,861
300,862
300,863
300,864
300,865
301,866
301,867
302,868
303,869
303,870
304,871
304,872
304,873
304,874
305,875
305,876
306,877
307,878
307,879
307,880
307,881
307,882
308,883
309,884
309,885
309,886
309,887
310,888
310,889
310,890
311,891
311,892
312,893
312,894
312,895
312,896
312,897
313,898
313,899
313,900
313,901
314,902
314,903
314,904
315,905
315,906
315,907
315,908
315,909
316,910
317,911
317,912
317,913
318,914
318,915
318,916
318,917
319,918
319,919
320,920
320,921
320,922
320,923
321,924
321,925
321,926
321,927
321,928
322,929
323,930
324,931
325,932
325,933
325,934
326,935
326,936
326,937
327,938
327,939
327,940
327,941
328,942
328,943
328,944
328,945
329,946
329,947
329,948
329,949
330,950
330,951
331,952
331,953
331,954
332,955
332,956
332,957
333,958
333,959
333,960
334,961
334,962
334,963
334,964
335,965
336,966
337,967
338,968
338,969
338,970
338,971
340,972
340,973
340,974
341,975
341,976
341,977
342,978
342,979
343,980
343,981
343,982
343,983
344,984
345,985
345,986
345,987
346,988
346,989
347,990
347,991
347,992
348,993
348,994
349,995
349,996
350,997
350,998
351,999
351,1000
351,1001
352,1002
353,1003
353,1004
353,1005
354,1006
354,1007
354,1008
355,1009
356,1010
356,1011
356,1012
356,1013
357,1014
357,1015
358,1016
358,1017
359,1018
359,1019
359,1020
360,1021
360,1022
360,1023
360,1024
361,1025
362,1026
362,1027
363,1028
363,1029
363,1030
364,1031
365,1032
365,1033
366,1034
366,1035
366,1036
366,1037
367,1038
367,1039
368,1040
368,1041
369,1042
369,1043
369,1044
370,1045
371,1046
371,1047
372,1048
372,1049
373,1050
373,1051
373,1052
373,1053
374,1054
375,1055
375,1056
375,1057
375,1058
375,1059
375,1060
375,1061
376,1062
376,1063
376,1064
377,1065
377,1066
377,1067
378,1068
378,1069
379,1070
379,1071
379,1072
379,1073
380,1074
380,1075
380,1076
381,1077
381,1078
381,1079
381,1080
382,1081
382,1082
382,1083
383,1084
384,1085
384,1086
385,1087
385,1088
386,1089
386,1090
387,1091
387,1092
388,1093
389,1094
389,1095
389,1096
389,1097
389,1098
390,1099
390,1100
390,1101
391,1102
391,1103
391,1104
392,1105
392,1106
392,1107
393,1108
393,1109
393,1110
394,1111
394,1112
395,1113
395,1114
395,1115
395,1116
395,1117
396,1118
396,1119
396,1120
397,1121
398,1122
196,1123
196,1124
196,1125
400,1126
400,1127
400,1128
401,1129
402,1130
402,1131
403,1132
404,1133
404,1134
404,1135
404,1136
405,1137
405,1138
405,1139
406,1140
406,1141
406,1142
407,1143
407,1144
407,1145
407,1146
407,1147
408,1148
408,1149
408,1150
409,1151
409,1152
410,1153
410,1154
410,1155
410,1156
411,1157
412,1158
412,1159
412,1160
413,1161
413,1162
413,1163
413,1164
414,1165
414,1166
414,1167
414,1168
415,1169
415,1170
415,1171
415,1172
416,1173
416,1174
416,1175
416,1176
417,1177
417,1178
418,1179
418,1180
418,1181
419,1182
419,1183
420,1184
420,1185
422,1186
422,1187
422,1188
423,1189
423,1190
423,1191
424,1192
424,1193
424,1194
424,1195
424,1196
424,1197
425,1198
425,1199
425,1200
426,1201
426,1202
426,1203
426,1204
427,1205
427,1206
427,1207
427,1208
427,1209
428,1210
428,1211
429,1212
430,1213
430,1214
430,1215
431,1216
431,1217
432,1218
432,1219
432,1220
433,1221
433,1222
434,1223
435,1224
435,1225
435,1226
435,1227
436,1228
436,1229
436,1230
436,1231
438,1232
438,1233
438,1234
438,1235
439,1236
439,1237
439,1238
439,1239
440,1240
440,1241
440,1242
441,1243
441,1244
441,1245
442,1246
442,1247
442,1248
442,1249
442,1250
443,1251
443,1252
444,1253
444,1254
444,1255
444,1256
444,1257
445,1258
445,1259
445,1260
445,1261
445,1262
446,1263
446,1264
446,1265
446,1266
446,1267
447,1268
448,1269
449,1270
449,1271
450,1272
450,1273
450,1274
450,1275
451,1276
451,1277
451,1278
452,1279
452,1280
452,1281
454,1282
454,1283
455,1284
455,1285
456,1286
456,1287
456,1288
457,1289
457,1290
458,1291
459,1292
460,1293
460,1294
461,1295
461,1296
461,1297
462,1298
462,1299
463,1300
463,1301
463,1302
464,1303
464,1304
464,1305
464,1306
465,1307
465,1308
465,1309
466,1310
466,1311
466,1312
467,1313
467,1314
468,1315
468,1316
468,1317
470,1318
470,1319
470,1320
470,1321
471,1322
471,1323
471,1324
472,1325
472,1326
472,1327
473,1328
473,1329
473,1330
474,1331
474,1332
474,1333
475,1334
475,1335
476,1336
476,1337
476,1338
477,1339
477,1340
478,1341
478,1342
479,1343
479,1344
479,1345
480,1346
481,1347
481,1348
482,1349
482,1350
482,1351
482,1352
483,1353
483,1354
483,1355
483,1356
484,1357
484,1358
485,1359
485,1360
485,1361
486,1362
486,1363
487,1364
487,1365
488,1366
489,1367
489,1368
490,1369
491,1370
491,1371
491,1372
491,1373
492,1374
492,1375
493,1376
493,1377
494,1378
494,1379
495,1380
495,1381
495,1382
495,1383
496,1384
496,1385
497,1386
497,1387
497,1388
498,1389
498,1390
498,1391
498,1392
498,1393
499,1394
499,1395
500,1396
500,1397
501,1398
501,1399
502,1400
502,1401
502,1402
502,1403
502,1404
503,1405
503,1406
504,1407
504,1408
504,1409
504,1410
505,1411
505,1412
506,1413
506,1414
507,1415
508,1416
508,1417
508,1418
508,1419
509,1420
509,1421
510,1422
510,1423
511,1424
511,1425
511,1426
512,1427
512,1428
513,1429
514,1430
514,1431
514,1432
514,1433
515,1434
515,1435
515,1436
516,1437
517,1438
517,1439
517,1440
517,1441
518,1442
518,1443
518,1444
518,1445
519,1446
519,1447
519,1448
519,1449
520,1450
520,1451
520,1452
520,1453
521,1454
521,1455
521,1456
522,1457
523,1458
523,1459
523,1460
524,1461
524,1462
524,1463
524,1464
525,1465
525,1466
525,1467
526,1468
526,1469
527,1470
527,1471
527,1472
527,1473
528,1474
528,1475
529,1476
529,1477
529,1478
529,1479
530,1480
530,1481
530,1482
530,1483
531,1484
531,1485
531,1486
532,1487
533,1488
533,1489
533,1490
533,1491
534,1492
534,1493
534,1494
534,1495
535,1496
535,1497
535,1498
535,1499
535,1500
536,1501
536,1502
536,1503
536,1504
536,1505
537,1506
537,1507
537,1508
